,Intersection place,Start intersection ID,End intersection ID,Name of the road segment,car,long vehicle,bus,Total vehicles,Distance (m),Distance (s),Distance with intersection (s),Travel duration prediction (Fjolla),Start Laitude,Start Longitude,End Laitude,End Longitude,Name of the lane in SUMO,Name of the edge lane in SUMO,Name of the road segment in OpenStreetMap
153,Tjegullorja,9,11,XhamiaLlapit_Tjegullorja_Plava,11,,,11,550,50,53,,42.671376,21.161779,42.669213,21.158287,,-665275599,
154,Tjegullorja,44,11,Zagrebi_Tjegullorja_Plava,9,,,9,60,6,9,,42.668727,21.157932,42.669213,21.158287,,4854667#1,
155,Tjegullorja,44,11,Zagrebi_Tjegullorja_XhamiaLlapit,40,,,40,60,6,9,,42.668727,21.157932,42.669213,21.158287,,4854667#1,
156,Tjegullorja,44,11,Zagrebi_Tjegullorja_Vushtrria,9,,,9,60,6,9,,42.668727,21.157932,42.669213,21.158287,,4854667#1,
157,Tjegullorja,46,11,Plava_Tjegullorja_XhamiaLlapit,3,,,3,50,5,8,,42.669441,21.157807,42.669213,21.158287,,50303903#7,
158,Tjegullorja,46,11,Plava_Tjegullorja_Vushtrria,22,,,22,50,5,8,,42.669441,21.157807,42.669213,21.158287,,50303903#7,
159,Tjegullorja,46,11,Plava_Tjegullorja_Zagrebi,14,,,14,50,5,8,,42.669441,21.157807,42.669213,21.158287,,50303903#7,
160,Tjegullorja,45,11,Vushtrria_Tjegullorja_Zagrebi,12,,,12,40,4,7,,42.669046,21.15873,42.669213,21.158287,,-665275598#0,
161,Tjegullorja,45,11,Vushtrria_Tjegullorja_Plava,8,,,8,40,4,7,,42.669046,21.15873,42.669213,21.158287,,-665275598#0,
162,Tjegullorja,45,11,Vushtrria_Tjegullorja_XhamiaLlapit,2,,,2,40,4,7,,42.669046,21.15873,42.669213,21.158287,,-665275598#0,
163,Tjegullorja,11,44,Tjegullorja_Zagrebi,,,,0,60,6,9,,42.669213,21.158287,42.668727,21.157932,,-4854667#1,
164,Tjegullorja,11,45,Tjegullorja_Vushtrria,,,,0,40,4,7,,42.669213,21.158287,42.669046,21.15873,,665275598#0,
165,Tjegullorja,11,46,Tjegullorja_Plava,,,,0,50,5,8,,42.669213,21.158287,42.669441,21.157807,,-50303903#7,
166,PTK,2,12,Katedralja_PTK_Katedralja,4,,,4,500,45,48,,42.655576,21.159651,42.651219,21.158474,,4854654#1,
167,PTK,2,12,Katedralja_PTK_ImzotNikeprela,15,,,15,500,45,48,,42.655576,21.159651,42.651219,21.158474,,4854654#1,
168,PTK,2,12,Katedralja_PTK_BulevardiDK,55,,4,59,500,45,48,,42.655576,21.159651,42.651219,21.158474,,4854654#1,
169,PTK,2,12,Katedralja_PTK_28Nentori,13,,,13,500,45,48,,42.655576,21.159651,42.651219,21.158474,,4854654#1,
170,PTK,48,12,BulevardiDK_PTK_BulevardiDK,0,,,0,110,10,13,,42.650248,21.158273,42.651219,21.158474,,,
171,PTK,48,12,BulevardiDK_PTK_28Nentori,13,,,13,110,10,13,,42.650248,21.158273,42.651219,21.158474,,106654240#3,
172,PTK,48,12,BulevardiDK_PTK_Katedralja,80,,5,85,110,10,13,,42.650248,21.158273,42.651219,21.158474,,106654240#3,
173,PTK,48,12,BulevardiDK_PTK_ImzotNikeprela,17,,,17,110,10,13,,42.650248,21.158273,42.651219,21.158474,,106654240#3,
174,PTK,47,12,ImzotNikeprela_PTK_BulevardiDK,8,,,8,60,6,9,,42.650986,21.158937,42.651219,21.158474,,670254874#0,
175,PTK,47,12,ImzotNikeprela_PTK_28Nentori,17,,,17,60,6,9,,42.650986,21.158937,42.651219,21.158474,,670254874#0,
176,PTK,47,12,ImzotNikeprela_PTK_Katedralja,20,,,20,60,6,9,,42.650986,21.158937,42.651219,21.158474,,670254874#0,
177,PTK,49,12,28Nentori_PTK_Katedralja,14,,,14,100,9,12,,42.65066,21.157752,42.651219,21.158474,,219774027#0,
178,PTK,49,12,28Nentori_PTK_ImzotNikeprela,15,,,15,100,9,12,,42.65066,21.157752,42.651219,21.158474,,219774027#0,
179,PTK,49,12,28Nentori_PTK_BulevardiDK,15,,,15,100,9,12,,42.65066,21.157752,42.651219,21.158474,,219774027#0,
180,PTK,12,47,PTK_ImzotNikeprela,,,,0,60,6,9,,42.651219,21.158474,42.650986,21.158937,,670254873#1,
181,PTK,12,49,PTK_28Nentori,,,,0,60,6,9,,42.651219,21.158474,42.65066,21.157752,,670078245#0,
182,PTK,12,48,PTK_BulevardiDK,,,,0,110,10,13,,42.651219,21.158474,42.650248,21.158273,,E0,
183,Lulishtja,51,13,UCK_Lulishtja_FehmiAgani,4,,,4,100,9,12,,42.665343,21.15749,42.665266,21.156275,,-670783764#2,
184,Lulishtja,51,13,UCK_Lulishtja_Tirana,80,,,80,100,9,12,,42.665343,21.15749,42.665266,21.156275,,-670783764#2,
185,Lulishtja,51,13,UCK_Lulishtja_KolegjiRiinvest,9,,,9,100,9,12,,42.665343,21.15749,42.665266,21.156275,,-670783764#2,
186,Lulishtja,53,13,Tirana_Lulishtja_KolegjiRiinvest,22,1,,23,80,8,11,,42.6649,21.155519,42.665266,21.156275,,-499730154,
187,Lulishtja,53,13,Tirana_Lulishtja_UCK,56,1,,57,80,8,11,,42.6649,21.155519,42.665266,21.156275,,-499730154,
188,Lulishtja,53,13,Tirana_Lulishtja_FehmiAgani,33,1,,34,80,8,11,,42.6649,21.155519,42.665266,21.156275,,-499730154,
189,Lulishtja,52,13,KolegjiRiinvest_Lulishtja_UCK,0,,,0,55,5,8,,42.665757,21.156447,42.665266,21.156275,,670585519#0,
190,Lulishtja,52,13,KolegjiRiinvest_Lulishtja_FehmiAgani,11,,,11,55,5,8,,42.665757,21.156447,42.665266,21.156275,,670585519#0,
191,Lulishtja,52,13,KolegjiRiinvest_Lulishtja_Tirana,35,,,35,55,5,8,,42.665757,21.156447,42.665266,21.156275,,670585519#0,
192,Lulishtja,50,13,FehmiAgani_Lulishtja_Tirana,30,,,30,100,9,12,,42.664845,21.157338,42.665266,21.156275,,670604344#0,
193,Lulishtja,50,13,FehmiAgani_Lulishtja_KolegjiRiinvest,5,,,5,100,9,12,,42.664845,21.157338,42.665266,21.156275,,670604344#0,
194,Lulishtja,50,13,FehmiAgani_Lulishtja_UCK,4,,,4,100,9,12,,42.664845,21.157338,42.665266,21.156275,,670604344#0,
195,Lulishtja,13,50,Lulishtja_FehmiAgani,,,,0,100,9,12,,42.665266,21.156275,42.664845,21.157338,,627581764#0,
196,Lulishtja,13,51,Lulishtja_UCK,,,,0,100,9,12,,42.665266,21.156275,42.665343,21.15749,,E0,
197,Lulishtja,13,52,Lulishtja_KolegjiRiinvest,,,,0,55,5,8,,42.665266,21.156275,42.665757,21.156447,,627581765#0,
198,Lulishtja,13,53,Lulishtja_Tirana,,,,0,80,8,11,,42.665266,21.156275,42.6649,21.155519,,499730154,
199,BQK,57,14,LuanHaradinaj_BQK_LuanHaradinaj,0,,,0,100,9,12,,42.66053635,21.15850445,42.659776,21.157774,,,
200,BQK,57,14,LuanHaradinaj_BQK_Grandi,11,,,11,100,9,12,,42.66053635,21.15850445,42.659776,21.157774,,591223983,
201,BQK,57,14,LuanHaradinaj_BQK_UkshinHoti,86,,,86,100,9,12,,42.66053635,21.15850445,42.659776,21.157774,,591223983,
202,BQK,57,14,LuanHaradinaj_BQK_Garibaldi,13,,,13,100,9,12,,42.66053635,21.15850445,42.659776,21.157774,,591223983,
203,BQK,55,14,UkshinHoti_BQK_UkshinHoti,0,,,0,110,10,13,,42.65908968,21.15678878,42.659776,21.157774,,732059536#0,
204,BQK,55,14,UkshinHoti_BQK_Garibaldi,24,,,24,110,10,13,,42.65908968,21.15678878,42.659776,21.157774,,732059536#0,
205,BQK,55,14,UkshinHoti_BQK_LuanHaradinaj,106,,4,110,110,10,13,,42.65908968,21.15678878,42.659776,21.157774,,732059536#0,
206,BQK,54,14,Garibaldi_BQK_Garibaldi,0,,,0,90,9,12,,42.660227,21.156896,42.659776,21.157774,,670467991#0,
207,BQK,54,14,Garibaldi_BQK_LuanHaradinaj,10,,,10,90,9,12,,42.660227,21.156896,42.659776,21.157774,,4854727,
208,BQK,54,14,Garibaldi_BQK_Grandi,8,,,8,90,9,12,,42.660227,21.156896,42.659776,21.157774,,670467991#0,
209,BQK,54,14,Garibaldi_BQK_UkshinHoti,15,,,15,90,9,12,,42.660227,21.156896,42.659776,21.157774,,670467991#0,
210,BQK,56,14,Grandi_BQK_Grandi,0,,,0,100,9,12,,42.65950967,21.15889568,42.659776,21.157774,,,
211,BQK,56,14,Grandi_BQK_UkshinHoti,23,,,23,100,9,12,,42.65950967,21.15889568,42.659776,21.157774,,4854727,
212,BQK,56,14,Grandi_BQK_Garibaldi,1,,,1,100,9,12,,42.65950967,21.15889568,42.659776,21.157774,,4854727,
213,BQK,14,54,BQK_Garibaldi,,,,0,90,9,12,,42.659776,21.157774,42.659223,21.157038,,670467986#1,
214,BQK,14,55,BQK_UkshinHoti,,,,0,110,10,13,,42.659776,21.157774,42.659514,21.15933,,591223989#0,
215,BQK,14,56,BQK_Grandi,,,,0,100,9,12,,42.659776,21.157774,42.660504,21.158507,,-4854727,
216,BQK,14,57,BQK_LuanHaradinaj,,,,0,100,9,12,,42.659776,21.157774,42.660227,21.156896,,591223984,
217,Eulexi,60,15,MuharremFejza_Eulexi_MuharremFejza,0,,,0,100,9,12,,42.645724,21.168488,42.646061,21.167466,,,
218,Eulexi,60,15,MuharremFejza_Eulexi_ErnestKoliqi,48,,,48,100,9,12,,42.645724,21.168488,42.646061,21.167466,,741186887,
219,Eulexi,60,15,MuharremFejza_Eulexi_ArbenorEAstritDehari,115,2,,117,100,9,12,,42.645724,21.168488,42.646061,21.167466,,741186887,
220,Eulexi,59,15,ErnestKoliqi_Eulexi_ArbenorEAstritDehari,32,,1,33,100,9,12,,42.645255,21.167021,42.646061,21.167466,,-E0,
221,Eulexi,59,15,ErnestKoliqi_Eulexi_MuharremFejza,38,3,,41,100,9,12,,42.645255,21.167021,42.646061,21.167466,,-E0,
222,Eulexi,58,15,ArbenorEAstritDehari_Eulexi_ArbenorEAstritDehari,2,,,2,200,18,21,,42.646773,21.165358,42.646061,21.167466,,,
223,Eulexi,58,15,ArbenorEAstritDehari_Eulexi_MuharremFejza,92,5,,97,200,18,21,,42.646773,21.165358,42.646061,21.167466,,737505321,
224,Eulexi,58,15,ArbenorEAstritDehari_Eulexi_ErnestKoliqi,32,,1,33,200,18,21,,42.646773,21.165358,42.646061,21.167466,,737505321,
225,Eulexi,15,58,Eulexi_ArbenorEAstritDehari,,,,0,200,18,21,,42.646061,21.167466,42.646773,21.165358,,415628903#0,
226,Eulexi,15,59,Eulexi_ErnestKoliqi,,,,0,100,9,12,,42.646061,21.167466,42.645255,21.167021,,E0,
227,Eulexi,15,60,Eulexi_MuharremFejza,,,,0,100,9,12,,42.646061,21.167466,42.645724,21.168488,,669165857,
228,Menza,2,16,Katedralja_Menza_Katedralja,3,,,3,350,32,35,,42.655576,21.159651,42.654922,21.164106,,732149240#0,
229,Menza,2,16,Katedralja_Menza_MAShTI,82,,1,83,350,32,35,,42.655576,21.159651,42.654922,21.164106,,732149240#0,
230,Menza,2,16,Katedralja_Menza_Qerimi,82,,,82,350,32,35,,42.655576,21.159651,42.654922,21.164106,,732149240#0,
231,Menza,2,16,Katedralja_Menza_Teknik,23,,,23,350,32,35,,42.655576,21.159651,42.654922,21.164106,,732149240#0,
232,Menza,3,16,Teknik_Menza_Teknik,2,,,2,550,50,53,,42.650273,21.16483,42.654922,21.164106,,233495979#1,
233,Menza,3,16,Teknik_Menza_Katedralja,22,,3,25,550,50,53,,42.650273,21.16483,42.654922,21.164106,,233495979#1,
234,Menza,3,16,Teknik_Menza_MAShTI,83,3,4,90,550,50,53,,42.650273,21.16483,42.654922,21.164106,,233495979#1,
235,Menza,3,16,Teknik_Menza_Qerimi,16,,1,17,550,50,53,,42.650273,21.16483,42.654922,21.164106,,233495979#1,
236,Menza,4,16,Qerimi_Menza_Qerimi,0,,,0,300,27,30,,42.654076,21.167687,42.654922,21.164106,,243778675#2,
237,Menza,4,16,Qerimi_Menza_Teknik,16,,,16,300,27,30,,42.654076,21.167687,42.654922,21.164106,,243778675#2,
238,Menza,4,16,Qerimi_Menza_Katedralja,111,,,111,300,27,30,,42.654076,21.167687,42.654922,21.164106,,243778675#2,
239,Menza,4,16,Qerimi_Menza_MAShTI,13,1,1,15,300,27,30,,42.654076,21.167687,42.654922,21.164106,,243778675#2,
240,Menza,6,16,MAShTI_Menza_MAShTI,1,,,1,500,45,48,,42.659137,21.164555,42.654922,21.164106,,,
241,Menza,6,16,MAShTI_Menza_Qerimi,21,,,21,500,45,48,,42.659137,21.164555,42.654922,21.164106,,144928675#0,
242,Menza,6,16,MAShTI_Menza_Teknik,104,1,1,106,500,45,48,,42.659137,21.164555,42.654922,21.164106,,144928675#0,
243,Menza,6,16,MAShTI_Menza_Katedralja,55,,4,59,500,45,48,,42.659137,21.164555,42.654922,21.164106,,144928675#0,
244,Komuna Re,63,17,HotelAdria_KomunaRe_Cacttus,8,,,8,110,10,13,,42.657785,21.14584,42.657069,21.145009,,-300828274#3,
245,Komuna Re,63,17,HotelAdria_KomunaRe_AhmetKrasniqi,75,2,,77,110,10,13,,42.657785,21.14584,42.657069,21.145009,,-300828274#3,
246,Komuna Re,63,17,HotelAdria_KomunaRe_FeridCurri,9,,,9,110,10,13,,42.657785,21.14584,42.657069,21.145009,,-300828274#3,
247,Komuna Re,61,17,AhmetKrasniqi_KomunaRe_FeridCurri,3,,,3,110,10,13,,42.656577,21.143886,42.657069,21.145009,,300828274#2,
248,Komuna Re,61,17,AhmetKrasniqi_KomunaRe_HotelAdria,66,2,,68,110,10,13,,42.656577,21.143886,42.657069,21.145009,,300828274#2,
249,Komuna Re,61,17,AhmetKrasniqi_KomunaRe_Cacttus,32,,,32,110,10,13,,42.656577,21.143886,42.657069,21.145009,,300828274#2,
250,Komuna Re,62,17,Cacttus_KomunaRe_AhmetKrasniqi,29,,,29,75,7,10,,42.656737,21.145785,42.657069,21.145009,,-259076090,
251,Komuna Re,62,17,Cacttus_KomunaRe_FeridCurri,3,,,3,75,7,10,,42.656737,21.145785,42.657069,21.145009,,-259076090,
252,Komuna Re,62,17,Cacttus_KomunaRe_HotelAdria,6,,,6,75,7,10,,42.656737,21.145785,42.657069,21.145009,,-259076090,
253,Komuna Re,64,17,FeridCurri_KomunaRe_HotelAdria,7,,,7,110,10,13,,42.657654,21.144082,42.657069,21.145009,,684682891,
254,Komuna Re,64,17,FeridCurri_KomunaRe_Cacttus,1,,,1,110,10,13,,42.657654,21.144082,42.657069,21.145009,,684682891,
255,Komuna Re,64,17,FeridCurri_KomunaRe_AhmetKrasniqi,4,,,4,110,10,13,,42.657654,21.144082,42.657069,21.145009,,684682891,
256,Komuna Re,17,61,KomunaRe_AhmetKrasniqi,,,,0,110,10,13,,42.657069,21.145009,42.656577,21.143886,,-300828274#2,
257,Komuna Re,17,62,KomunaRe_Cacttus,,,,0,75,7,10,,42.657069,21.145009,42.656737,21.145785,,259076090,
258,Komuna Re,17,63,KomunaRe_HotelAdria,,,,0,110,10,13,,42.657069,21.145009,42.657785,21.14584,,300828274#3,
259,Komuna Re,17,64,KomunaRe_FeridCurri,,,,0,110,10,13,,42.657069,21.145009,42.657654,21.144082,,-684682891,
260,Lakrishte,0,18,BillClinton_Lakrishte_TahirZajmi,243,5,6,254,240,22,25,,42.654261,21.152657,42.65348173,21.14988207,,*,
261,Lakrishte,19,18,TahirZajmi_Lakrishte_BillClinton,228,3,9,240,1600,144,147,,42.648423,21.131436,42.65348173,21.14988207,,*,
262,Tahir Zajmi,18,19,Lakrishte_TahirZajmi_TerminaliDoganor,211,13,12,236,1600,144,147,,42.65348173,21.14988207,42.648423,21.131436,,-E3,
263,Tahir Zajmi,20,19,TerminaliDoganor_TahirZajmi_Lakrishte,274,11,9,294,850,51,54,,42.6509837,21.1412026,42.648423,21.131436,,455549398#0,
264,Terminali Doganor,19,20,TahirZajmi_TerminaliDoganor_TahirZajmi,7,,,7,850,51,54,,42.6509837,21.1412026,42.648423,21.131436,,455549397#0,
265,Terminali Doganor,19,20,TahirZajmi_TerminaliDoganor_DeshmoretEPonoshecit,15,3,,18,850,51,54,,42.6509837,21.1412026,42.648423,21.131436,,455549397#0,
266,Terminali Doganor,19,20,TahirZajmi_TerminaliDoganor_TreguIMadh,227,3,6,236,850,51,54,,42.6509837,21.1412026,42.648423,21.131436,,455549397#0,
267,Terminali Doganor,65,20,DeshmoretEPonoshecit_TerminaliDoganor_TreguIMadh,12,1,,13,100,6,9,,42.647576,21.131857,42.648423,21.131436,,724437592,
268,Terminali Doganor,65,20,DeshmoretEPonoshecit_TerminaliDoganor_TahirZajmi,18,3,,21,100,6,9,,42.647576,21.131857,42.648423,21.131436,,724437592,
269,Terminali Doganor,21,20,TreguIMadh_TerminaliDoganor_TahirZajmi,247,3,7,257,290,18,21,,42.647581,21.128228,42.648423,21.131436,,455679559#0,
270,Terminali Doganor,21,20,TreguIMadh_TerminaliDoganor_DeshmoretEPonoshecit,2,4,,6,290,18,21,,42.647581,21.128228,42.648423,21.131436,,455679559#0,
271,Terminali Doganor,20,65,TerminaliDoganor_DeshmoretEPonoshecit,,,,0,100,6,9,,42.648423,21.131436,42.647576,21.131857,,724437593#1,
272,Tregu I Madh,20,21,TerminaliDoganor_TreguIMadh_TerminaliDoganor,6,,,6,290,18,21,,42.648423,21.131436,42.647581,21.128228,,455549397#3,
273,Tregu I Madh,20,21,TerminaliDoganor_TreguIMadh_KlanKosova,24,1,,25,290,18,21,,42.648423,21.131436,42.647581,21.128228,,455549397#4,
274,Tregu I Madh,20,21,TerminaliDoganor_TreguIMadh_ElezBerisha,210,8,3,221,290,18,21,,42.648423,21.131436,42.647581,21.128228,,455549397#4,
275,Tregu I Madh,66,21,KlanKosova_TreguIMadh_ElezBerisha,27,9,,36,110,7,10,,42.646608,21.128346,42.647581,21.128228,,-678499419#0,
276,Tregu I Madh,66,21,KlanKosova_TreguIMadh_TerminaliDoganor,44,11,,55,110,7,10,,42.646608,21.128346,42.647581,21.128228,,-678499419#0,
277,Tregu I Madh,22,21,ElezBerisha_TreguIMadh_TerminaliDoganor,249,15,7,271,1500,90,93,,42.642754,21.110918,42.647581,21.128228,,741186877,
278,Tregu I Madh,22,21,ElezBerisha_TreguIMadh_KlanKosova,39,4,,43,1500,90,93,,42.642754,21.110918,42.647581,21.128228,,741186877,
279,Tregu I Madh,21,66,TreguIMadh_KlanKosova,,,,0,110,7,10,,42.647581,21.128228,42.646608,21.128346,,678499419#0,
280,Elez Berisha,21,22,TreguIMadh_ElezBerisha_TreguIMadh,6,,,6,1500,90,93,,42.647581,21.128228,42.642754,21.110918,,448670163#1,
281,Elez Berisha,21,22,TreguIMadh_ElezBerisha_Interex,33,,,33,1500,90,93,,42.647581,21.128228,42.642754,21.110918,,448670163#1,
282,Elez Berisha,21,22,TreguIMadh_ElezBerisha_RrugaEUglarit,200,13,7,220,1500,90,93,,42.647581,21.128228,42.642754,21.110918,,448670163#1,
283,Elez Berisha,67,22,Interex_ElezBerisha_RrugaEUglarit,21,2,,23,100,6,9,,42.641906,21.111362,42.642754,21.110918,,-E0,
284,Elez Berisha,67,22,Interex_ElezBerisha_TreguIMadh,19,,,19,100,6,9,,42.641906,21.111362,42.642754,21.110918,,-E0,
285,Elez Berisha,23,22,RrugaEUglarit_ElezBerisha_TreguIMadh,258,11,6,275,400,24,27,,42.641476,21.106527,42.642754,21.110918,,679064305#0,
286,Elez Berisha,23,22,RrugaEUglarit_ElezBerisha_Interex,26,2,,28,400,24,27,,42.641476,21.106527,42.642754,21.110918,,679064305#0,
287,Elez Berisha,22,67,ElezBerisha_Interex,,,,0,100,6,9,,42.642754,21.110918,42.641906,21.111362,,E0,
288,Rruga E Uglarit,22,23,ElezBerisha_RrugaEUglarit_KompleksiLinda3,26,2,,28,400,24,27,,42.642754,21.110918,42.641476,21.106527,,679064299#1,
289,Rruga E Uglarit,22,23,ElezBerisha_RrugaEUglarit_ElezBerisha,48,,,48,400,24,27,,42.642754,21.110918,42.641476,21.106527,,679064299#1,
290,Rruga E Uglarit,22,23,ElezBerisha_RrugaEUglarit_HajrullahZymi,172,9,3,184,400,24,27,,42.642754,21.110918,42.641476,21.106527,,679064299#1,
291,Rruga E Uglarit,68,23,KompleksiLinda3_RrugaEUglarit_HajrullahZymi,22,1,,23,110,7,10,,42.640601,21.107019,42.641476,21.106527,,675515253#2,
292,Rruga E Uglarit,68,23,KompleksiLinda3_RrugaEUglarit_ElezBerisha,13,2,,15,110,7,10,,42.640601,21.107019,42.641476,21.106527,,675515253#2,
293,Rruga E Uglarit,24,23,HajrullahZymi_RrugaEUglarit_ElezBerisha,235,2,7,244,500,30,33,,42.63994,21.101181,42.641476,21.106527,,677610753#0,
294,Rruga E Uglarit,24,23,HajrullahZymi_RrugaEUglarit_KompleksiLinda3,16,2,,18,500,,3,,42.63994,21.101181,42.641476,21.106527,,677610753#0,
295,Rruga E Uglarit,23,68,RrugaEUglarit_KompleksiLinda3,,,,0,110,7,10,,42.641476,21.106527,42.640601,21.107019,,-675515253#2,
296,Hajrullah Zymi,23,24,RrugaEUglarit_HajrullahZymi_RrethiRrugaEPejes,154,8,5,167,500,30,33,,42.641476,21.106527,42.63994,21.101181,,677610756#0,
297,Hajrullah Zymi,23,24,RrugaEUglarit_HajrullahZymi_Dardania,19,,,19,500,30,33,,42.641476,21.106527,42.63994,21.101181,,677610756#0,
298,Hajrullah Zymi,70,24,Dardania_HajrullahZymi_RrugaEUglarit,5,,,5,100,6,9,,42.640798,21.100728,42.63994,21.101181,,-114684739#1,
299,Hajrullah Zymi,70,24,Dardania_HajrullahZymi_RrethiRrugaEPejes,41,,,41,100,6,9,,42.640798,21.100728,42.63994,21.101181,,-114684739#1,
300,Hajrullah Zymi,69,24,RrethiRrugaEPejes_HajrullahZymi_RrethiRrugaEPejes,11,1,,12,700,42,45,,42.63768,21.093363,42.63994,21.101181,,677610754#0,
301,Hajrullah Zymi,69,24,RrethiRrugaEPejes_HajrullahZymi_Dardania,32,3,,35,700,42,45,,42.63768,21.093363,42.63994,21.101181,,677610754#0,
302,Hajrullah Zymi,69,24,RrethiRrugaEPejes_HajrullahZymi_RrugaEUglarit,131,7,5,143,700,42,45,,42.63768,21.093363,42.63994,21.101181,,677610754#0,
303,Hajrullah Zymi,24,69,HajrullahZymi_RrethiRrugaEPejes,,,,0,700,42,45,,42.63994,21.101181,42.63768,21.093363,,721985717,
304,Hajrullah Zymi,24,70,HajrullahZymi_Dardania,,,,0,100,6,9,,42.63994,21.101181,42.640798,21.100728,,114684739#1,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,,,